0.062,
0.051,
0.097,
0.064,
0.136,
0.117,
0.144,
0.072,
0.091,
0.045,
0.137,
0.066,
0.136,
0.147,
0.095,
0.078,
0.091,
0.065,
0.084,
0.066,
0.087,
0.135,
0.078,
0.084,
0.054,
0.136,
0.082,
0.135,
0.071,
0.078,
0.095,
0.04,
0.073,
0.127,
0.036,
0.124,
0.101,
0.06,
0.066,
0.04,
0.064,
0.089,
0.112,
0.081,
0.074,
0.134,
0.063,
0.057,
0.137,
0.049,
0.136,
0.067,
0.115,
0.063,
0.087,
0.134,
0.071,
0.071,
0.071,
0.146,
0.057,
0.093,
0.123,
0.065,
0.038,
0.065,
0.039,
0.064,
0.052,
0.108,
0.124,
0.077,
0.099,
0.093,
0.08,
0.144,
0.034,
0.044,
0.05,
0.137,
0.136,
0.133,
0.09,
0.043,
0.035,
0.147,
0.039,
0.04,
0.128,
0.137,
0.135,
0.059,
0.13,
0.071,
0.08,
0.068,
0.049,
0.046,
0.07,
0.055,
,
,
0.08644,0.034224547
