0.071,
0.085,
0.105,
0.157,
0.084,
0.146,
0.091,
0.078,
0.132,
0.073,
0.065,
0.101,
0.097,
0.088,
0.091,
0.08,
0.091,
0.069,
0.085,
0.092,
0.093,
0.089,
0.084,
0.07,
0.089,
0.078,
0.086,
0.087,
0.089,
0.078,
0.073,
0.081,
0.065,
0.11,
0.063,
0.083,
0.074,
0.081,
0.104,
0.136,
0.088,
0.091,
0.083,
0.093,
0.1,
0.078,
0.07,
0.073,
0.068,
0.08,
0.079,
0.091,
0.07,
0.093,
0.078,
0.08,
0.092,
0.065,
0.081,
0.079,
0.093,
0.085,
0.105,
0.075,
0.102,
0.096,
0.096,
0.063,
0.063,
0.066,
0.096,
0.102,
0.077,
0.078,
0.087,
0.092,
0.1,
0.106,
0.077,
0.075,
0.089,
0.087,
0.087,
0.065,
0.116,
0.089,
0.07,
0.086,
0.073,
0.086,
0.094,
0.112,
0.051,
0.084,
0.081,
0.089,
0.082,
0.065,
0.076,
0.062,
,
,
0.08604,0.017080274
